ZIP,PO_NAME,STATE,ZIP_TYPE,ZCTA
78551,Harlingen,TX,Post Office or large volume customer,78550
34103,Naples,FL,ZIP Code area,34103
34105,Naples,FL,ZIP Code area,34105
33320,Fort Lauderdale,FL,Post Office or large volume customer,33321
78505,McAllen,TX,Post Office or large volume customer,78501
78550,Harlingen,TX,ZIP Code area,78550
34117,Naples,FL,ZIP Code area,34117
78599,Weslaco,TX,ZIP Code area,78596
78589,San Juan,TX,ZIP Code area,78589
78553,Harlingen,TX,Post Office or large volume customer,78550
78572,Mission,TX,ZIP Code area,78572
33068,Pompano Beach,FL,ZIP Code area,33068
33321,Fort Lauderdale,FL,ZIP Code area,33321
78501,McAllen,TX,ZIP Code area,78501
78502,McAllen,TX,Post Office or large volume customer,78501
33060,Pompano Beach,FL,ZIP Code area,33060
33069,Pompano Beach,FL,ZIP Code area,33069
33072,Pompano Beach,FL,Post Office or large volume customer,33069
33061,Pompano Beach,FL,Post Office or large volume customer,33062
33077,Pompano Beach,FL,Post Office or large volume customer,33071
78565,Los Ebanos,TX,Post Office or large volume customer,78565
34109,Naples,FL,ZIP Code area,34109
33062,Pompano Beach,FL,ZIP Code area,33062
78560,La Joya,TX,ZIP Code area,78560
33093,Margate,FL,Post Office or large volume customer,33063
33071,Pompano Beach,FL,ZIP Code area,33071
34108,Naples,FL,ZIP Code area,34108
78535,Combes,TX,Post Office or large volume customer,78535
78583,Rio Hondo,TX,ZIP Code area,78583
33063,Pompano Beach,FL,ZIP Code area,33063
33066,Pompano Beach,FL,ZIP Code area,33066
78593,Santa Rosa,TX,ZIP Code area,78593
34119,Naples,FL,ZIP Code area,34119
33074,Pompano Beach,FL,Post Office or large volume customer,33064
78504,McAllen,TX,ZIP Code area,78504
33065,Pompano Beach,FL,ZIP Code area,33065
34120,Naples,FL,ZIP Code area,34120
78574,Mission,TX,ZIP Code area,78574
33064,Pompano Beach,FL,ZIP Code area,33064
78573,Mission,TX,ZIP Code area,78573
78539,Edinburg,TX,ZIP Code area,78539
33075,Coral Springs,FL,Post Office or large volume customer,33076
78576,Penitas,TX,ZIP Code area,78576
34110,Naples,FL,ZIP Code area,34110
78558,La Blanca,TX,Post Office or large volume customer,78558
78543,Elsa,TX,Post Office or large volume customer,78543
78562,La Villa,TX,Post Office or large volume customer,78562
78595,Sullivan City,TX,ZIP Code area,78595
78540,Edinburg,TX,Post Office or large volume customer,78541
33073,Pompano Beach,FL,ZIP Code area,33073
33067,Pompano Beach,FL,ZIP Code area,33067
33076,Pompano Beach,FL,ZIP Code area,33076
78542,Edinburg,TX,ZIP Code area,78542
33441,Deerfield Beach,FL,ZIP Code area,33441
33442,Deerfield Beach,FL,ZIP Code area,33442
33097,Coconut Creek,FL,Post Office or large volume customer,33073
33443,Deerfield Beach,FL,Post Office or large volume customer,33441
78541,Edinburg,TX,ZIP Code area,78541
34133,Bonita Springs,FL,Post Office or large volume customer,34135
78538,Edcouch,TX,ZIP Code area,78538
33428,Boca Raton,FL,ZIP Code area,33428
33433,Boca Raton,FL,ZIP Code area,33433
33432,Boca Raton,FL,ZIP Code area,33432
33497,Boca Raton,FL,Post Office or large volume customer,33428
33486,Boca Raton,FL,ZIP Code area,33486
33427,Boca Raton,FL,Post Office or large volume customer,33486
34135,Bonita Springs,FL,ZIP Code area,34135
33429,Boca Raton,FL,Post Office or large volume customer,33432
34134,Bonita Springs,FL,ZIP Code area,34134
78594,Sebastian,TX,ZIP Code area,78594
34136,Bonita Springs,FL,Post Office or large volume customer,34135
33488,Boca Raton,FL,Post Office or large volume customer,33433
78582,Rio Grande City,TX,ZIP Code area,78582
33481,Boca Raton,FL,Post Office or large volume customer,33431
33434,Boca Raton,FL,ZIP Code area,33434
33431,Boca Raton,FL,ZIP Code area,33431
33498,Boca Raton,FL,ZIP Code area,33498
33496,Boca Raton,FL,ZIP Code area,33496
33499,Boca Raton,FL,Post Office or large volume customer,33487
78584,Roma,TX,ZIP Code area,78584
78569,Lyford,TX,ZIP Code area,78569
33487,Boca Raton,FL,ZIP Code area,33487
33932,Fort Myers Beach,FL,Post Office or large volume customer,33931
34142,Immokalee,FL,ZIP Code area,34142
78548,Grulla,TX,ZIP Code area,78548
78549,Hargill,TX,ZIP Code area,78549
34143,Immokalee,FL,Post Office or large volume customer,34142
78547,Garciasville,TX,ZIP Code area,78582
33957,Sanibel,FL,ZIP Code area,33957
33928,Estero,FL,ZIP Code area,33928
33929,Estero,FL,Post Office or large volume customer,33928
33931,Fort Myers Beach,FL,ZIP Code area,33931
33446,Delray Beach,FL,ZIP Code area,33446
33484,Delray Beach,FL,ZIP Code area,33484
33444,Delray Beach,FL,ZIP Code area,33444
33448,Delray Beach,FL,Post Office or large volume customer,33446
33445,Delray Beach,FL,ZIP Code area,33445
33483,Delray Beach,FL,ZIP Code area,33483
33965,Fort Myers,FL,Post Office or large volume customer,33965
33482,Delray Beach,FL,Post Office or large volume customer,33445
78561,Lasara,TX,Post Office or large volume customer,78561
78590,San Perlita,TX,ZIP Code area,78590
33967,Fort Myers,FL,ZIP Code area,33967
78580,Raymondville,TX,ZIP Code area,78580
33473,Boynton Beach,FL,ZIP Code area,33473
33908,Fort Myers,FL,ZIP Code area,33908
78585,Salineno,TX,Post Office or large volume customer,78585
33437,Boynton Beach,FL,ZIP Code area,33437
33435,Boynton Beach,FL,ZIP Code area,33435
33930,Felda,FL,Post Office or large volume customer,33930
33425,Boynton Beach,FL,Post Office or large volume customer,33436
33424,Boynton Beach,FL,Post Office or large volume customer,33436
33474,Boynton Beach,FL,Post Office or large volume customer,33436
33426,Boynton Beach,FL,ZIP Code area,33426
33436,Boynton Beach,FL,ZIP Code area,33436
33912,Fort Myers,FL,ZIP Code area,33912
33956,Saint James City,FL,ZIP Code area,33956
78598,Port Mansfield,TX,ZIP Code area,78598
33472,Boynton Beach,FL,ZIP Code area,33472
33924,Captiva,FL,ZIP Code area,33924
33919,Fort Myers,FL,ZIP Code area,33919
33913,Fort Myers,FL,ZIP Code area,33913
33974,Lehigh Acres,FL,ZIP Code area,33974
78545,Falcon Heights,TX,Post Office or large volume customer,78545
33907,Fort Myers,FL,ZIP Code area,33907
33966,Fort Myers,FL,ZIP Code area,33966
33914,Cape Coral,FL,ZIP Code area,33914
33904,Cape Coral,FL,ZIP Code area,33904
33462,Lake Worth,FL,ZIP Code area,33462
33465,Lake Worth,FL,Post Office or large volume customer,33462
33976,Lehigh Acres,FL,ZIP Code area,33976
33906,Fort Myers,FL,Post Office or large volume customer,33907
33449,Lake Worth,FL,ZIP Code area,33449
33911,Fort Myers,FL,Post Office or large volume customer,33901
33902,Fort Myers,FL,Post Office or large volume customer,33901
33970,Lehigh Acres,FL,Post Office or large volume customer,33936
33973,Lehigh Acres,FL,ZIP Code area,33973
33467,Lake Worth,FL,ZIP Code area,33467
33936,Lehigh Acres,FL,ZIP Code area,33936
33464,Boca Raton,FL,Post Office or large volume customer,33460
33463,Lake Worth,FL,ZIP Code area,33463
33454,Greenacres,FL,Post Office or large volume customer,33467
33466,Lake Worth,FL,Post Office or large volume customer,33461
33460,Lake Worth,FL,ZIP Code area,33460
33901,Fort Myers,FL,ZIP Code area,33901
33461,Lake Worth,FL,ZIP Code area,33461
33991,Cape Coral,FL,ZIP Code area,33991
33971,Lehigh Acres,FL,ZIP Code area,33971
33990,Cape Coral,FL,ZIP Code area,33990
33915,Cape Coral,FL,Post Office or large volume customer,33990
33910,Cape Coral,FL,Post Office or large volume customer,33990
33916,Fort Myers,FL,ZIP Code area,33916
33972,Lehigh Acres,FL,ZIP Code area,33972
78563,Linn,TX,ZIP Code area,78563
33414,Wellington,FL,ZIP Code area,33414
33945,Pineland,FL,Post Office or large volume customer,33945
33415,West Palm Beach,FL,ZIP Code area,33415
33406,West Palm Beach,FL,ZIP Code area,33406
33922,Bokeelia,FL,ZIP Code area,33922
33918,North Fort Myers,FL,Post Office or large volume customer,33903
33493,South Bay,FL,ZIP Code area,33493
33416,West Palm Beach,FL,Post Office or large volume customer,33406
33413,West Palm Beach,FL,ZIP Code area,33413
33905,Fort Myers,FL,ZIP Code area,33905
33405,West Palm Beach,FL,ZIP Code area,33405
33994,Fort Myers,FL,Post Office or large volume customer,33905
33480,Palm Beach,FL,ZIP Code area,33480
33993,Cape Coral,FL,ZIP Code area,33993
33903,North Fort Myers,FL,ZIP Code area,33903
78536,Delmita,TX,ZIP Code area,78536
33421,Royal Palm Beach,FL,Post Office or large volume customer,33411
78591,Santa Elena,TX,ZIP Code area,78591
33909,Cape Coral,FL,ZIP Code area,33909
33430,Belle Glade,FL,ZIP Code area,33430
33459,Lake Harbor,FL,Post Office or large volume customer,33440
33402,West Palm Beach,FL,Post Office or large volume customer,33480
33920,Alva,FL,ZIP Code area,33920
33411,West Palm Beach,FL,ZIP Code area,33411
78564,Lopeno,TX,Post Office or large volume customer,78564
78588,San Isidro,TX,ZIP Code area,78588
33401,West Palm Beach,FL,ZIP Code area,33401
33409,West Palm Beach,FL,ZIP Code area,33409
33417,West Palm Beach,FL,ZIP Code area,33417
33917,North Fort Myers,FL,ZIP Code area,33917
33422,West Palm Beach,FL,Post Office or large volume customer,33417
33470,Loxahatchee,FL,ZIP Code area,33470
33407,West Palm Beach,FL,ZIP Code area,33407
33921,Boca Grande,FL,ZIP Code area,33921
33935,Labelle,FL,ZIP Code area,33935
33440,Clewiston,FL,ZIP Code area,33440
33975,Labelle,FL,Post Office or large volume customer,33935
33404,West Palm Beach,FL,ZIP Code area,33404
33419,West Palm Beach,FL,Post Office or large volume customer,33404
33412,West Palm Beach,FL,ZIP Code area,33412
33403,West Palm Beach,FL,ZIP Code area,33403
33476,Pahokee,FL,ZIP Code area,33476
33955,Punta Gorda,FL,ZIP Code area,33955
78338,Armstrong,TX,ZIP Code area,78338
33418,Palm Beach Gardens,FL,ZIP Code area,33418
33410,Palm Beach Gardens,FL,ZIP Code area,33410
33420,West Palm Beach,FL,Post Office or large volume customer,33410
33408,North Palm Beach,FL,ZIP Code area,33408
33946,Placida,FL,ZIP Code area,33946
78360,Guerra,TX,ZIP Code area,78361
33471,Moore Haven,FL,ZIP Code area,33471
78353,Encino,TX,ZIP Code area,78353
78076,Zapata,TX,ZIP Code area,78076
33947,Rotonda West,FL,ZIP Code area,33947
33438,Canal Point,FL,ZIP Code area,33438
33949,Port Charlotte,FL,Post Office or large volume customer,33950
33950,Punta Gorda,FL,ZIP Code area,33950
33468,Jupiter,FL,Post Office or large volume customer,33458
33477,Jupiter,FL,ZIP Code area,33477
33981,Port Charlotte,FL,ZIP Code area,33981
33458,Jupiter,FL,ZIP Code area,33458
34224,Englewood,FL,ZIP Code area,34224
33478,Jupiter,FL,ZIP Code area,33478
33951,Punta Gorda,FL,Post Office or large volume customer,33950
33982,Punta Gorda,FL,ZIP Code area,33982
33944,Palmdale,FL,Post Office or large volume customer,33944
34223,Englewood,FL,ZIP Code area,34223
34295,Englewood,FL,Post Office or large volume customer,34223
33927,El Jobean,FL,Post Office or large volume customer,33953
33469,Jupiter,FL,ZIP Code area,33469
33980,Punta Gorda,FL,ZIP Code area,33980
33948,Port Charlotte,FL,ZIP Code area,33948
33952,Port Charlotte,FL,ZIP Code area,33952
33983,Punta Gorda,FL,ZIP Code area,33983
33938,Murdock,FL,Post Office or large volume customer,33948
33953,Port Charlotte,FL,ZIP Code area,33953
33954,Port Charlotte,FL,ZIP Code area,33954
34290,North Port,FL,Post Office or large volume customer,34287
34287,North Port,FL,ZIP Code area,34287
34956,Indiantown,FL,ZIP Code area,34956
34293,Venice,FL,ZIP Code area,34293
34288,North Port,FL,ZIP Code area,34288
34269,Arcadia,FL,ZIP Code area,34269
34286,North Port,FL,ZIP Code area,34286
33960,Venus,FL,ZIP Code area,33960
33455,Hobe Sound,FL,ZIP Code area,33455
33475,Hobe Sound,FL,Post Office or large volume customer,33455
34289,North Port,FL,ZIP Code area,34289
34291,North Port,FL,ZIP Code area,34291
34285,Venice,FL,ZIP Code area,34285
34284,Venice,FL,Post Office or large volume customer,34285
34292,Venice,FL,ZIP Code area,34292
34997,Stuart,FL,ZIP Code area,34997
34274,Nokomis,FL,Post Office or large volume customer,34275
34272,Laurel,FL,Post Office or large volume customer,34275
34275,Nokomis,FL,ZIP Code area,34275
34992,Port Salerno,FL,Post Office or large volume customer,34997
78385,Sarita,TX,ZIP Code area,78385
34991,Palm City,FL,Post Office or large volume customer,34990
34990,Palm City,FL,ZIP Code area,34990
78067,San Ygnacio,TX,ZIP Code area,78067
34229,Osprey,FL,ZIP Code area,34229
34995,Stuart,FL,Post Office or large volume customer,34994
34994,Stuart,FL,ZIP Code area,34994
34996,Stuart,FL,ZIP Code area,34996
34974,Okeechobee,FL,ZIP Code area,34974
34266,Arcadia,FL,ZIP Code area,34266
34268,Nocatee,FL,Post Office or large volume customer,34268
34265,Arcadia,FL,Post Office or large volume customer,34266
34267,Fort Ogden,FL,Post Office or large volume customer,34266
78355,Falfurrias,TX,ZIP Code area,78355
34238,Sarasota,FL,ZIP Code area,34238
34958,Jensen Beach,FL,Post Office or large volume customer,34957
34973,Okeechobee,FL,Post Office or large volume customer,34974
34953,Port Saint Lucie,FL,ZIP Code area,34953
34957,Jensen Beach,FL,ZIP Code area,34957
34242,Sarasota,FL,ZIP Code area,34242
34231,Sarasota,FL,ZIP Code area,34231
34984,Port Saint Lucie,FL,ZIP Code area,34984
34241,Sarasota,FL,ZIP Code area,34241
34277,Sarasota,FL,Post Office or large volume customer,34231
34987,Port Saint Lucie,FL,ZIP Code area,34987
34985,Port Saint Lucie,FL,Post Office or large volume customer,34952
34233,Sarasota,FL,ZIP Code area,34233
34952,Port Saint Lucie,FL,ZIP Code area,34952
33862,Lake Placid,FL,Post Office or large volume customer,33852
33852,Lake Placid,FL,ZIP Code area,33852
34988,Port Saint Lucie,FL,ZIP Code area,34945
78361,Hebbronville,TX,ZIP Code area,78361
34239,Sarasota,FL,ZIP Code area,34239
34983,Port Saint Lucie,FL,ZIP Code area,34983
78379,Riviera,TX,ZIP Code area,78379
34232,Sarasota,FL,ZIP Code area,34232
78375,Premont,TX,ZIP Code area,78375
34986,Port Saint Lucie,FL,ZIP Code area,34986
34236,Sarasota,FL,ZIP Code area,34236
34276,Sarasota,FL,Post Office or large volume customer,34236
34230,Sarasota,FL,Post Office or large volume customer,34236
34972,Okeechobee,FL,ZIP Code area,34972
34240,Sarasota,FL,ZIP Code area,34240
78376,Realitos,TX,ZIP Code area,78376
34237,Sarasota,FL,ZIP Code area,34237
34235,Sarasota,FL,ZIP Code area,34235
34234,Sarasota,FL,ZIP Code area,34234
34954,Fort Pierce,FL,Post Office or large volume customer,34983
34278,Sarasota,FL,Post Office or large volume customer,34234
34228,Longboat Key,FL,ZIP Code area,34228
78349,Concepcion,TX,ZIP Code area,78349
34251,Myakka City,FL,ZIP Code area,34251
34982,Fort Pierce,FL,ZIP Code area,34982
34981,Fort Pierce,FL,ZIP Code area,34981
34243,Sarasota,FL,ZIP Code area,34243
34201,Bradenton,FL,ZIP Code area,34201
33857,Lorida,FL,ZIP Code area,33857
34270,Tallevast,FL,Post Office or large volume customer,34243
34260,Sarasota,FL,Post Office or large volume customer,34243
34202,Bradenton,FL,ZIP Code area,34202
33865,Ona,FL,ZIP Code area,33865
78344,Bruni,TX,ZIP Code area,78344
33875,Sebring,FL,ZIP Code area,33875
34945,Fort Pierce,FL,ZIP Code area,34945
33876,Sebring,FL,ZIP Code area,33876
78369,Mirando City,TX,ZIP Code area,78369
34282,Bradenton,FL,Post Office or large volume customer,34207
34281,Bradenton,FL,Post Office or large volume customer,34207
34207,Bradenton,FL,ZIP Code area,34207
34203,Bradenton,FL,ZIP Code area,34203
34204,Bradenton,FL,Post Office or large volume customer,34203
34979,Fort Pierce,FL,Post Office or large volume customer,34950
34948,Fort Pierce,FL,Post Office or large volume customer,34950
34264,Oneco,FL,Post Office or large volume customer,34203
34950,Fort Pierce,FL,ZIP Code area,34950
34211,Bradenton,FL,ZIP Code area,34211
34947,Fort Pierce,FL,ZIP Code area,34947
78046,Laredo,TX,ZIP Code area,78046
34210,Bradenton,FL,ZIP Code area,34210
34218,Holmes Beach,FL,Post Office or large volume customer,34217
78371,Oilton,TX,Post Office or large volume customer,78371
34215,Cortez,FL,ZIP Code area,34215
34205,Bradenton,FL,ZIP Code area,34205
34949,Fort Pierce,FL,ZIP Code area,34949
34208,Bradenton,FL,ZIP Code area,34208
34946,Fort Pierce,FL,ZIP Code area,34946
34209,Bradenton,FL,ZIP Code area,34209
34206,Bradenton,FL,Post Office or large volume customer,34205
33870,Sebring,FL,ZIP Code area,33870
34217,Bradenton Beach,FL,ZIP Code area,34217
33871,Sebring,FL,Post Office or large volume customer,33870
34280,Bradenton,FL,Post Office or large volume customer,34209
33890,Zolfo Springs,FL,ZIP Code area,33890
34212,Bradenton,FL,ZIP Code area,34212
78363,Kingsville,TX,ZIP Code area,78363
78043,Laredo,TX,ZIP Code area,78043
78042,Laredo,TX,Post Office or large volume customer,78040
33872,Sebring,FL,ZIP Code area,33872
78040,Laredo,TX,ZIP Code area,78040
34220,Palmetto,FL,Post Office or large volume customer,34221
78364,Kingsville,TX,Post Office or large volume customer,78363
78044,Laredo,TX,Post Office or large volume customer,78044
78049,Laredo,TX,Post Office or large volume customer,78041
34951,Fort Pierce,FL,ZIP Code area,34951
34216,Anna Maria,FL,Post Office or large volume customer,34216
34222,Ellenton,FL,ZIP Code area,34222
78041,Laredo,TX,ZIP Code area,78041
34221,Palmetto,FL,ZIP Code area,34221
33873,Wauchula,FL,ZIP Code area,33873
34219,Parrish,FL,ZIP Code area,34219
34250,Terra Ceia,FL,Post Office or large volume customer,34221
